"Date/Time","City","State","Country","Shape","Duration","Summary","Posted","Image","URL","ID"
"4/20/22 16:00","Market Harborough","Leicestershire","United Kingdom","Cylinder","4-5 minutes","Cylindrical TicTac object at distance.Its size must have been very large, very bright white, so much so & stood out against the cloud","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167742.html","195X2022.06.05.10.29.06"
"4/20/22 11:38","Independence","MO","USA","","","MADAR Node 45","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167661.html","196X2022.06.05.10.29.06"
"4/20/22 00:45","Brooklyn","NY","USA","Changing","Approximately 30 minutes","Orb that changed shape shot up into the sky after hovering","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167851.html","197X2022.06.05.10.29.06"
"4/19/22 22:00","Bishopville","SC","USA","Triangle","2.5 minutes","triangular shaped craft moving sw","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167588.html","198X2022.06.05.10.29.06"
"4/19/22 19:08","Jonesboro","AR","USA","","","MADAR Node 143","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167655.html","199X2022.06.05.10.29.06"
"4/19/22 05:48","Eads","TN","USA","","","MADAR Node 32","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167662.html","200X2022.06.05.10.29.06"
"4/19/22 03:55","Edmonds","WA","USA","","","MADAR Node 61","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167660.html","201X2022.06.05.10.29.06"
"4/18/22 18:01","Jonesboro","AR","USA","","","MADAR Node 143","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167656.html","202X2022.06.05.10.29.06"
"4/17/22 19:25","Indianapolis","IN","USA","","","MADAR Node 21","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167663.html","203X2022.06.05.10.29.06"
"4/17/22 12:08","Springdale","UT","USA","Disk","","Nothing seen at the time, rather when we got home to look at pics from the trip. Submitted are 2 pics taken at the same time","5/31/22","Yes","https://www.nuforc.org/webreports/reports/167/S167599.html","204X2022.06.05.10.29.06"
"4/17/22 06:22","Helena","MT","USA","","","MADAR Node 128","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167657.html","205X2022.06.05.10.29.06"
"4/16/22 21:00","Bushkill","PA","USA","Chevron","5 min","From a bright glowing light to blue and white lights just still in the sky.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167624.html","206X2022.06.05.10.29.06"
"4/14/22 12:09","Teaneck","NJ","USA","","","MADAR Node 28","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167673.html","207X2022.06.05.10.29.06"
"4/12/22 16:45","Portage","IN","USA","","","MADAR Node 178","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167664.html","208X2022.06.05.10.29.06"
"4/12/22 14:15","Allentown","PA","USA","Cylinder","About 10-15 seconds","Silvery opaque cylindrical shape with no wings, gliding slowly and silently across a perfectly blue sky.","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167608.html","209X2022.06.05.10.29.06"
"4/12/22 10:21","Royal Palm Beach","FL","USA","","","MADAR Node 76","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167669.html","210X2022.06.05.10.29.06"
"4/12/22 06:51","Watsonville","CA","USA","","","MADAR Node 105","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167666.html","211X2022.06.05.10.29.06"
"4/12/22 06:14","West Chazy","NY","USA","","","MADAR Node 65","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167670.html","212X2022.06.05.10.29.06"
"4/11/22 17:23","Irmo","SC","USA","","","MADAR Node 95","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167667.html","213X2022.06.05.10.29.06"
"4/11/22 01:42","Mobile","AL","USA","","","MADAR Node 63","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167671.html","214X2022.06.05.10.29.06"
"4/10/22 17:57","Buffalo","NY","USA","","","MADAR Node 163","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167665.html","215X2022.06.05.10.29.06"
"4/10/22 02:00","West Palm Beach","FL","USA","Cylinder","sev seconds","A white tic-tac-shaped object was observed by witnesses to be speeding past an aircraft, spotted against the blue sky background. The o","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167629.html","216X2022.06.05.10.29.06"
"4/10/22 02:00","Royal Palm Beach","FL","USA","","","MADAR Node 76 (12 mi west of WPB)","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167628.html","217X2022.06.05.10.29.06"
"4/9/22 22:02","Sanford","FL","USA","","","MADAR Node 91","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167668.html","218X2022.06.05.10.29.06"
"4/9/22 17:40","Los Altos","CA","USA","","","MADAR Node 52","5/31/22","","https://www.nuforc.org/webreports/reports/167/S167672.html","219X2022.06.05.10.29.06"
