"Date/Time","City","State","Country","Shape","Duration","Summary","Posted","Image","URL","ID","madar"
"10/14/22 19:41","Brandon","MS","USA","Star","5 min","A separated line of star like images crossing like satellites one after the other with one turning north","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172323.html","781X2023.01.29.09.41.02",FALSE
"10/14/22 19:00","Rural area","TN","USA","Changing","2hr","Several crafts & creatures we call watchers. they never bother, just watch us.","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172804.html","782X2023.01.29.09.41.02",FALSE
"10/14/22 18:46","Clemons","NY","USA","Unknown","1 min","Unexplained large lights","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172945.html","783X2023.01.29.09.41.02",FALSE
"10/14/22 18:30","Foothill Ranch","CA","USA","Formation","30 seconds","Strange formation high up on the sky above the palm tree","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172356.html","784X2023.01.29.09.41.02",FALSE
"10/14/22 16:49","Carrollton","OH","USA","Circle","Picture","In a field","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172328.html","785X2023.01.29.09.41.02",FALSE
"10/14/22 09:11","South Brisbane","Queensland","Australia","Fireball","10 seconds","There was a big fireball in the sky and I sensed an ominous presence.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172385.html","786X2023.01.29.09.41.02",FALSE
"10/14/22 06:17","Bedminster","NJ","USA","Cone","Seconds","Light","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172371.html","787X2023.01.29.09.41.02",FALSE
"10/14/22 04:00","Oklahoma City","OK","USA","Light","An hour","Hovering light/blue slow blinks","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172372.html","788X2023.01.29.09.41.02",FALSE
"10/14/22 02:00","Dublin","VA","USA","Light","5 seconds or less","Bright green light flying downward instantly from a stationary position in the sky.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172315.html","789X2023.01.29.09.41.02",FALSE
"10/14/22 01:52","Coquille","OR","USA","Circle","5+ mins","I was testing a camera app called hydra on my phone and shot three pictures, the first and third both had odd anomalies","12/22/22","Yes","https://www.nuforc.org/webreports/reports/173/S173396.html","790X2023.01.29.09.41.02",FALSE
"10/14/22 00:08","Kenner","LA","USA","Other","2 minutes","I have a video of it on my phone","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172708.html","791X2023.01.29.09.41.02",FALSE
"10/13/22 23:20","Fayetteville","AR","USA","Formation","8-10 seconds","Saw a formation of red/orange lights gliding across the sky unison shifting different formations into shape like patterns.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172375.html","792X2023.01.29.09.41.02",FALSE
"10/13/22 21:41","Republic","MO","USA","Light","2 minutes","Two solid super bright lights hovering 300ft up","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172367.html","793X2023.01.29.09.41.02",FALSE
"10/13/22 20:35","Lynchburg","VA","USA","Light","2 minutes","3 small lights moving fast","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172383.html","794X2023.01.29.09.41.02",FALSE
"10/13/22 20:30","Memphis","TN","USA","Changing","short","Green and white light fluttering down to the ground","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172379.html","795X2023.01.29.09.41.02",FALSE
"10/13/22 20:00","Manchester","OH","USA","Light","30-40 minutes+","My wife and I were sitting outside by our fire ring when I noticed a light to the north east that was moving, coming to a complete stop","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172384.html","796X2023.01.29.09.41.02",FALSE
"10/13/22 18:14","El Dorado Hills","","USA","Diamond","3:50","Looked like weather barons but there were 8-10","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172376.html","797X2023.01.29.09.41.02",FALSE
"10/12/22 22:19","Lynnwood","WA","USA","Cylinder","30-50 seconds","A light blue beam appeared in the sky, shortly after it appeared some type of craft appeared with fire and sparks behind it.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172291.html","798X2023.01.29.09.41.02",FALSE
"10/12/22 21:00","","","","Cylinder","","I did not see this. Please see the link on the sighting detail.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172370.html","799X2023.01.29.09.41.02",FALSE
"10/12/22 20:02","Messina Sicily","Sicily","Italy","Disk","A couple of seconds","Green looking saucer I managed to get a picture of","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172731.html","800X2023.01.29.09.41.02",FALSE
"10/12/22 19:00","Woolacombe, Minehead, gloucester","","United Kingdom","Circle","3 days","Been hounded for 3 days out in my camper","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172362.html","801X2023.01.29.09.41.02",FALSE
"10/12/22 18:50","Rogers","AR","USA","Sphere","15","Shining Metallic Solid Orb","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172653.html","802X2023.01.29.09.41.02",FALSE
"10/12/22 17:50","Wells","ME","USA","Disk","Two minutes","UFO hovering above the trees behind our condo.","12/22/22","","https://www.nuforc.org/webreports/reports/173/S173139.html","803X2023.01.29.09.41.02",FALSE
"10/12/22 15:11","Guilford","CT","USA","Circle","30 minutes","I was on our deck, I looked up and saw a sun which turned into a dumbbell.","12/22/22","Yes","https://www.nuforc.org/webreports/reports/172/S172834.html","804X2023.01.29.09.41.02",FALSE
"10/12/22 15:04","Columbus","GA","USA","Oval","One or two minutés","Spotted an oval/round UFO hovering lower than a plane would outside my apartment.","12/22/22","","https://www.nuforc.org/webreports/reports/172/S172296.html","805X2023.01.29.09.41.02",FALSE
